all_recipients,crs_sector_name,flow,flow_class,funding_agency,intent,location_details,latitude,longitude,place_name,usd_defl_2014,year,project_title,recipient_condensed,round_coded
Uganda,Education,Grant,ODA-like,"Chinese Embassy/Consulate, Government Agency",Development,Kinkizi West in Kanungu district,-0.75,29.73,Kanungu District,32472457.33950617,2014,Chinese Embassy in Uganda donated goods to Nyakinoni China-Uganda Friendship School,Uganda,AdditionalCoded
Uganda,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Kampala,0.34628,32.60523,Naguru,32472457.33950617,2014,Chinese Embassy in Uganda funded the construction of Uganda Police Department kindergarten,Uganda,AdditionalCoded
Uganda,"Agriculture, Forestry and Fishing",Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Masaka,-0.36667,31.7,Masaka District,50746213.31132075,2014,Chinese Embassy in Uganda donated tractors to the hometown of the deputy prime minister of Uganda,Uganda,AdditionalCoded
Uganda,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.32889,32.60667,Naguru General Hospital,14300970.89090909,2014,China donates medical equipment and anti-malaria medicine to Uganda,Uganda,AdditionalCoded
Uganda,Energy Generation and Supply,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.31628,32.58219,Kampala,800000.0,2014,"China donated 98 solar energy lamps in Kampala, Uganda",Uganda,EcologicallySensitive
Uganda,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Uganda,17190664.903614458,2014,Chinese Embassy in Uganda gifted office appliances to the office Ugandan Foreign Minister,Uganda,EcologicallySensitive
Uganda,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.32954,32.60601,China-Uganda Friendship Hospital,14300970.89090909,2010,Chinese government donated medical equipment to Uganda,Uganda,AdditionalCoded
Uganda,"Agriculture, Forestry and Fishing",Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Sembabule,-0.08644,31.45571,Sembabule Town Council,50746213.31132075,2014,Chinese Embassy in Uganda donated agricultural machines and goods to Uganda,Uganda,AdditionalCoded
Uganda,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.33003,32.59014,Uganda Interpol Offices,17190664.903614458,2014,Chinese Embassy in Uganda donated office appliances to Uganda International Police Organization,Uganda,AdditionalCoded
Uganda,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Hoima,1.24056,30.75889,Buhuka,14300970.89090909,2014,Chinese medical aid team in Uganda holds free clinic in Hoima,Uganda,AdditionalCoded
Uganda,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Hoima,1.61882,31.30958,Kitana Health Centre II,14300970.89090909,2014,Chinese medical aid team in Uganda holds free clinic in Hoima,Uganda,AdditionalCoded
Rwanda,Education,Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Rwanda,32943.0,2013,"China grants $32,400 to Rwanda in support of Imbuto scholarship program",Rwanda,AdditionalCoded
Tanzania,Other Multisector,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Tanzania,104825013.92,2014,China Trains Tanzania Athletes for the Commonwealth Games,Tanzania,AdditionalCoded
"Africa, regional",Support to Non-governmental Organizations (NGOs) and Government Organizations,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,9.00013,38.74421,AU Conference Center and Office Complex,367882199.0,2006,China grants $200 million for construction of African Union HQ in Ethiopia,"Africa, regional",AdditionalCoded
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-11.65,20.45,Léua,919705497.0,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-12.8525,15.56056,Caála,919705497.0,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-10.70727,22.22466,Luau,919705497.0,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-12.15,18.08333,Cuemba,919705497.0,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-12.3644,13.53601,Lobito,919705497.0,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-13.01667,14.63333,Ganda,919705497.0,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-12.15,17.28333,Catabola,919705497.0,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-11.21762,21.64531,Luacano,919705497.0,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-12.85636,15.06354,Ukuma,919705497.0,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-12.23333,16.78333,Cunhinga,919705497.0,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-13.03333,14.25,Cubal,919705497.0,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-12.82494,14.92823,Tchindjendje,919705497.0,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-12.01667,17.48333,Camacupa,919705497.0,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-12.90667,15.25333,Longonjo,919705497.0,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-12.55,16.33333,Chinguar,919705497.0,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-12.77611,15.73917,Huambo,919705497.0,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-12.38333,16.93333,Kuito,919705497.0,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-12.57626,13.40547,Benguela,919705497.0,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-11.78333,19.91667,Luena,919705497.0,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded
Liberia,Education,Scholarships/training in the donor country,ODA-like,"Chinese Embassy/Consulate, Government Agency",Development,unknown,5.88109,-10.04472,Buchanan,32472457.33950617,2012,Chinese Embassy awarded Scholarships to 22 Liberian students in the 2012/2013 School Year ,Liberia,AdditionalCoded
Liberia,Education,Scholarships/training in the donor country,ODA-like,"Chinese Embassy/Consulate, Government Agency",Development,unknown,6.31068,-10.80059,African Methodist Episcopal University,32472457.33950617,2012,Chinese Embassy awarded Scholarships to 22 Liberian students in the 2012/2013 School Year ,Liberia,AdditionalCoded
Liberia,Education,Scholarships/training in the donor country,ODA-like,"Chinese Embassy/Consulate, Government Agency",Development,unknown,6.2996,-10.79454,University of Liberia,32472457.33950617,2012,Chinese Embassy awarded Scholarships to 22 Liberian students in the 2012/2013 School Year ,Liberia,AdditionalCoded
Liberia,Education,Scholarships/training in the donor country,ODA-like,"Chinese Embassy/Consulate, Government Agency",Development,unknown,4.40024,-7.6968,William VS Tubman University,32472457.33950617,2012,Chinese Embassy awarded Scholarships to 22 Liberian students in the 2012/2013 School Year ,Liberia,AdditionalCoded
Liberia,Education,Scholarships/training in the donor country,ODA-like,"Chinese Embassy/Consulate, Government Agency",Development,unknown,8.41518,-9.74881,Lofa Community College,32472457.33950617,2012,Chinese Embassy awarded Scholarships to 22 Liberian students in the 2012/2013 School Year ,Liberia,AdditionalCoded
Liberia,Education,Scholarships/training in the donor country,ODA-like,"Chinese Embassy/Consulate, Government Agency",Development,unknown,6.2978,-10.7939,Stella Maris Polytechnic,32472457.33950617,2012,Chinese Embassy awarded Scholarships to 22 Liberian students in the 2012/2013 School Year ,Liberia,AdditionalCoded
Liberia,Transport and Storage,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Monrovia,0.0,0.0,Liberia,452829251.938,2005,China donates 2 sets of road maintenance equipment to Liberia (linked with #1598),Liberia,AdditionalCoded
Liberia,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,6.2996,-10.79454,University of Liberia,32472457.33950617,2008,China granted 3 laboratories for University of Liberia,Liberia,AdditionalCoded
Liberia,"Agriculture, Forestry and Fishing",Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,6.96667,-9.63333,Bong County,13571.0,2009,"China granted $10,000 USD equipment and materials to combat army worms",Liberia,AdditionalCoded
Liberia,"Agriculture, Forestry and Fishing",Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,8.03333,-9.85,Lofa County,13571.0,2009,"China granted $10,000 USD equipment and materials to combat army worms",Liberia,AdditionalCoded
Liberia,"Agriculture, Forestry and Fishing",Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,7.36667,-10.31667,Gbarpolu County,13571.0,2009,"China granted $10,000 USD equipment and materials to combat army worms",Liberia,AdditionalCoded
Liberia,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Liberia,508377.0,2013,China donated $0.5 million USD anti-malaria drugs,Liberia,AdditionalCoded
Liberia,"Agriculture, Forestry and Fishing",Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,6.52583,-10.37528,Booker T. Washington Institute,50746213.31132075,2007,China held Second Intensive Rice Training Project at BWI (linked to #18641),Liberia,AdditionalCoded
"Angola, Ghana, Kenya, Lesotho, Mongolia, Nigeria, Romania, Rwanda, Sudan, Thailand",Energy Generation and Supply,Scholarships/training in the donor country,ODA-like,"Gansu Natural Energy Research Institute (GNERI), Academic, Training and Research",Development,unknown,0.0,0.0,Rwanda,301744559.8851675,2004,China Holds International Solar Energy Training Workshop,"Africa, regional",AdditionalCoded
"Angola, Ghana, Kenya, Lesotho, Mongolia, Nigeria, Romania, Rwanda, Sudan, Thailand",Energy Generation and Supply,Scholarships/training in the donor country,ODA-like,"Gansu Natural Energy Research Institute (GNERI), Academic, Training and Research",Development,unknown,0.0,0.0,Lesotho,301744559.8851675,2004,China Holds International Solar Energy Training Workshop,"Africa, regional",AdditionalCoded
"Angola, Ghana, Kenya, Lesotho, Mongolia, Nigeria, Romania, Rwanda, Sudan, Thailand",Energy Generation and Supply,Scholarships/training in the donor country,ODA-like,"Gansu Natural Energy Research Institute (GNERI), Academic, Training and Research",Development,unknown,0.0,0.0,Angola,301744559.8851675,2004,China Holds International Solar Energy Training Workshop,"Africa, regional",AdditionalCoded
"Angola, Ghana, Kenya, Lesotho, Mongolia, Nigeria, Romania, Rwanda, Sudan, Thailand",Energy Generation and Supply,Scholarships/training in the donor country,ODA-like,"Gansu Natural Energy Research Institute (GNERI), Academic, Training and Research",Development,unknown,0.0,0.0,Nigeria,301744559.8851675,2004,China Holds International Solar Energy Training Workshop,"Africa, regional",AdditionalCoded
"Angola, Ghana, Kenya, Lesotho, Mongolia, Nigeria, Romania, Rwanda, Sudan, Thailand",Energy Generation and Supply,Scholarships/training in the donor country,ODA-like,"Gansu Natural Energy Research Institute (GNERI), Academic, Training and Research",Development,unknown,0.0,0.0,Ghana,301744559.8851675,2004,China Holds International Solar Energy Training Workshop,"Africa, regional",AdditionalCoded
"Angola, Ghana, Kenya, Lesotho, Mongolia, Nigeria, Romania, Rwanda, Sudan, Thailand",Energy Generation and Supply,Scholarships/training in the donor country,ODA-like,"Gansu Natural Energy Research Institute (GNERI), Academic, Training and Research",Development,unknown,0.0,0.0,Kenya,301744559.8851675,2004,China Holds International Solar Energy Training Workshop,"Africa, regional",AdditionalCoded
"Angola, Ghana, Kenya, Lesotho, Mongolia, Nigeria, Romania, Rwanda, Sudan, Thailand",Energy Generation and Supply,Scholarships/training in the donor country,ODA-like,"Gansu Natural Energy Research Institute (GNERI), Academic, Training and Research",Development,unknown,0.0,0.0,Sudan,301744559.8851675,2004,China Holds International Solar Energy Training Workshop,"Africa, regional",AdditionalCoded
Mozambique,Government and Civil Society,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,Maputo,-25.96553,32.58322,Maputo,17190664.903614458,2007,China Built New Presidential Palace in Mozambique,Mozambique,AdditionalCoded
Mozambique,Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Mozambique,4328298.768421053,2014,China Donates Aid to Storm Victims in Mozambique,Mozambique,EcologicallySensitive
Zambia,Energy Generation and Supply,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,Karibua North; Kafue West; south of Lusaka,-15.76911,28.18136,Kafue,41000000.0,2014,China Exim Bank commits to loan 41M USD for the construction of a power transmission line in Zambia,Zambia,EcologicallySensitive
Zambia,Energy Generation and Supply,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,Karibua North; Kafue West; south of Lusaka,-15.61994,28.44125,Kafue district,41000000.0,2014,China Exim Bank commits to loan 41M USD for the construction of a power transmission line in Zambia,Zambia,EcologicallySensitive
Zambia,Energy Generation and Supply,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,Karibua North; Kafue West; south of Lusaka,-16.26742,28.55036,Siavonga District,41000000.0,2014,China Exim Bank commits to loan 41M USD for the construction of a power transmission line in Zambia,Zambia,EcologicallySensitive
Zambia,Energy Generation and Supply,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,Karibua North; Kafue West; south of Lusaka,-16.52205,28.76165,Kariba Dam,41000000.0,2014,China Exim Bank commits to loan 41M USD for the construction of a power transmission line in Zambia,Zambia,EcologicallySensitive
"Tanzania, Zambia",Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Zambia,452829251.938,2012,China provides equipment worth $22.4 million under interest free loan (from project ID#30288),"Africa, regional",AdditionalCoded
"Tanzania, Zambia",Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Tanzania,452829251.938,2012,China provides equipment worth $22.4 million under interest free loan (from project ID#30288),"Africa, regional",AdditionalCoded
Zambia,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-12.0,31.0,Mpika District,360000000.0,2014,China commits loan for upgrade of the Kenneth Kaunda International Airport ,Zambia,EcologicallySensitive
Zambia,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-15.33082,28.45263,Lusaka Internationalairport,360000000.0,2014,China commits loan for upgrade of the Kenneth Kaunda International Airport ,Zambia,EcologicallySensitive
Zambia,Transport and Storage,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-9.34213,32.745,Nakonde,452829251.938,2014,China sends 140 experts to investigate the Tazara Railway,Zambia,EcologicallySensitive
Zambia,Transport and Storage,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-13.97147,28.66985,Kapiri Mposhi,452829251.938,2014,China sends 140 experts to investigate the Tazara Railway,Zambia,EcologicallySensitive
Zambia,Transport and Storage,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-6.82349,39.26951,Dar es Salaam,452829251.938,2014,China sends 140 experts to investigate the Tazara Railway,Zambia,EcologicallySensitive
Zambia,Transport and Storage,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-8.94565,32.92613,Mbozi District Council,452829251.938,2014,China sends 140 experts to investigate the Tazara Railway,Zambia,EcologicallySensitive
Zambia,Transport and Storage,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-12.0,31.0,Mpika District,452829251.938,2014,China sends 140 experts to investigate the Tazara Railway,Zambia,EcologicallySensitive
Zambia,Transport and Storage,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-6.75,38.11667,Morogoro Rural,452829251.938,2014,China sends 140 experts to investigate the Tazara Railway,Zambia,EcologicallySensitive
Zambia,Transport and Storage,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-8.59529,35.2082,Mufindi District Council,452829251.938,2014,China sends 140 experts to investigate the Tazara Railway,Zambia,EcologicallySensitive
Zambia,Transport and Storage,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-9.47896,34.84103,Njombe Urban,452829251.938,2014,China sends 140 experts to investigate the Tazara Railway,Zambia,EcologicallySensitive
Zambia,Transport and Storage,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-7.14586,38.6952,Kisarawe District Council,452829251.938,2014,China sends 140 experts to investigate the Tazara Railway,Zambia,EcologicallySensitive
Zambia,Transport and Storage,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-8.0,35.85,Kilolo District,452829251.938,2014,China sends 140 experts to investigate the Tazara Railway,Zambia,EcologicallySensitive
Zambia,Transport and Storage,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-8.96167,33.35659,Mbeya District Council,452829251.938,2014,China sends 140 experts to investigate the Tazara Railway,Zambia,EcologicallySensitive
Zambia,Transport and Storage,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-14.151,27.748,Kapiri-Mposhi District,452829251.938,2014,China sends 140 experts to investigate the Tazara Railway,Zambia,EcologicallySensitive
Zambia,Transport and Storage,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-9.2355,33.69034,Rungwe District Council,452829251.938,2014,China sends 140 experts to investigate the Tazara Railway,Zambia,EcologicallySensitive
Zambia,Transport and Storage,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-6.3,37.45,Mvomero District,452829251.938,2014,China sends 140 experts to investigate the Tazara Railway,Zambia,EcologicallySensitive
Zambia,Transport and Storage,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-7.56399,34.88159,Iringa Rural District,452829251.938,2014,China sends 140 experts to investigate the Tazara Railway,Zambia,EcologicallySensitive
Zambia,Transport and Storage,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-9.23517,34.14219,Makete District Council,452829251.938,2014,China sends 140 experts to investigate the Tazara Railway,Zambia,EcologicallySensitive
Zambia,Transport and Storage,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-10.75,32.0,Chinsali District,452829251.938,2014,China sends 140 experts to investigate the Tazara Railway,Zambia,EcologicallySensitive
Zambia,Transport and Storage,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-6.91805,39.16254,Ilala Municipal Council,452829251.938,2014,China sends 140 experts to investigate the Tazara Railway,Zambia,EcologicallySensitive
Zambia,Transport and Storage,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-10.0,33.0,Isoka District,452829251.938,2014,China sends 140 experts to investigate the Tazara Railway,Zambia,EcologicallySensitive
Zambia,Transport and Storage,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-13.0,30.5,Serenje District,452829251.938,2014,China sends 140 experts to investigate the Tazara Railway,Zambia,EcologicallySensitive
Zambia,Transport and Storage,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-6.89673,36.97792,Kilosa District,452829251.938,2014,China sends 140 experts to investigate the Tazara Railway,Zambia,EcologicallySensitive
Zambia,Transport and Storage,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Zambia,452829251.938,2014,China sends 140 experts to investigate the Tazara Railway,Zambia,EcologicallySensitive
Zambia,Transport and Storage,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Tanzania,452829251.938,2014,China sends 140 experts to investigate the Tazara Railway,Zambia,EcologicallySensitive
Lebanon,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,South Lebanon; Baalbek-Hermel,33.41667,35.33333,South Governorate,1392289.0,2000,"China grants Lebanon 600,000 USD for implementation of education projects",Lebanon,AdditionalCoded
Zambia,Health,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Zambia,63542126.0,2012,Chinese loans Zambia $60 million USD for medical team projects,Zambia,AdditionalCoded
"Ghana, Zambia",Energy Generation and Supply,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Zambia,301744559.8851675,2014,China commits to help Ghana and Zambia to develop renewable energy industries as part of the UNDP-China program,"Africa, regional",EcologicallySensitive
"Ghana, Zambia",Energy Generation and Supply,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Ghana,301744559.8851675,2014,China commits to help Ghana and Zambia to develop renewable energy industries as part of the UNDP-China program,"Africa, regional",EcologicallySensitive
Zambia,Education,Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Zambia,32472457.33950617,2014,China sends 37 Zambian scholarship awardees to China ,Zambia,EcologicallySensitive
Zambia,Support to Non-governmental Organizations (NGOs) and Government Organizations,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Ng_„Žombe Early Childhood Development Center,-11.64112,31.80552,Ngombe,81126527.6,2014,China funds Ng_„Žombe Early Childhood Development Center,Zambia,EcologicallySensitive
Lebanon,Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Lebanon,4598527.0,2006,China sends Lebanon 2.5 million USD worth of emergency aid,Lebanon,AdditionalCoded
Syria,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,33.51472,36.2775,Al-Assad National Library,32472457.33950617,2004,Chinese Ministry of Culture donates 400 books to Syrian national library,Syria,AdditionalCoded
Lebanon,Government and Civil Society,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,South Lebanon,0.0,0.0,Lebanon,17190664.903614458,2013,Chinese engineers clear landmines in South Lebanon,Lebanon,AdditionalCoded
Jordan,Government and Civil Society,Grant,ODA-like,"China Ministry of Culture, Government Agency",Development,unknown,31.98934,35.87681,Jordanian Ministry of Culture,454698.0,2001,China Donates 12 computers Worth 200 thousand RMB to the Jordanian Ministry of Culture,Jordan,AdditionalCoded
Jordan,Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Jordan,4328298.768421053,2003,China donates 500 tents to Jordan for Iraqi refugees,Jordan,AdditionalCoded
Jordan,Health,Loan (excluding debt rescheduling),ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,31.95522,35.94503,Amman,14300970.89090909,2002,China offers interest-free loans to build a hospital in Jordan ,Jordan,AdditionalCoded
Jordan,"Industry, Mining, Construction",Loan (excluding debt rescheduling),ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Ma'an,30.19624,35.73405,Ma'an,17568774.0,2003,China offers 66 million Yuan interest-free loan to Jordan to build industrial park(linked to #40987),Jordan,AdditionalCoded
Jordan,"Industry, Mining, Construction",Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Maan,30.19624,35.73405,Ma'an,1144632.0,2003,China grants 4.3 million Yuan to Jordan to build the Ma'an industrial Estate(linked to #40986),Jordan,AdditionalCoded
Lebanon,Government and Civil Society,Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Lebanon,17190664.903614458,2007,China provides training courses for Lebanese government officials,Lebanon,AdditionalCoded
Turkey,Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Bingol,39.08333,40.83333,Bingöl,66099.0,2003,"China donates $30,000 to Turkey for earthquake recovery",Turkey,AdditionalCoded
Yemen,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development, Sana'a,15.24928,44.25233,48 Model Hospital,11031305.0,2008,China grants $8 million for Chinese Friendship Hospital in Yemen (Linked to Projects #41002 and #41003),Yemen,AdditionalCoded
